frequency - Sound Pressure_29	Amplitude - Sound Pressure_29	frequency - Acceleration	Amplitude - Acceleration
0.005	0.0698944	0.005	-8.14387
0.00502	0.0739311	0.00502	-8.16821
0.005039	0.0658859	0.005039	-8.18439
0.005059	0.0523926	0.005059	-8.20391
0.005078	0.0363586	0.005078	-8.21184
0.005098	0.0284264	0.005098	-8.22204
0.005117	0.027269	0.005117	-8.22722
0.005137	0.0291039	0.005137	-8.23411
0.005156	0.0296402	0.005156	-8.23425
0.005176	0.028624	0.005176	-8.238
0.005195	0.0187721	0.005195	-8.23848
0.005215	0.0123924	0.005215	-8.24348
0.005234	0.00965424	0.005234	-8.24771
0.005254	0.00674667	0.005254	-8.25388
0.005273	0.00649261	0.005273	-8.24796
0.005293	0.00787582	0.005293	-8.25051
0.005312	-0.000959778	0.005312	-8.23716
0.005332	-0.00499649	0.005332	-8.24079
0.005352	-0.0121948	0.005352	-8.21593
0.005371	-0.0115456	0.005371	-8.21936
0.005391	-0.00906143	0.005391	-8.16529
0.00541	-0.00671844	0.00541	-8.18115
0.00543	-0.00398026	0.00543	-8.16746
0.005449	-0.00335922	0.005449	-8.20499
0.005469	-0.0104164	0.005469	-8.15558
0.005488	-0.0187439	0.005488	-8.15252
0.005508	-0.0241356	0.005508	-8.03906
0.005527	-0.0222443	0.005527	-8.05943
0.005547	-0.019252	0.005547	-7.92226
0.005566	-0.0171066	0.005566	-7.97394
0.005586	-0.0144249	0.005586	-7.72409
0.005605	-0.00990829	0.005605	-7.59206
0.005625	-0.00211716	0.005625	-7.00415
0.005645	0.00259705	0.005645	-6.39582
0.005664	0.0105858	0.005664	-4.82451
0.005684	0.00897675	0.005684	-5.04121
0.005703	0.00217361	0.005703	-3.49537
0.005723	-0.00609741	0.005723	-4.7671
0.005742	-0.00437546	0.005742	-3.29829
0.005762	0.0112068	0.005762	-2.80006
0.005781	0.0262527	0.005781	-0.105551
0.005801	0.0350037	0.005801	0.338917
0.00582	0.046154	0.00582	0.394017
0.00584	0.0420326	0.00584	1.50115
0.005859	0.0371208	0.005859	2.01132
0.005879	0.0457588	0.005879	3.44054
0.005898	0.0570503	0.005898	2.9496
0.005918	0.0716446	0.005918	3.8337
0.005937	0.0837547	0.005937	4.12945
0.005957	0.0922798	0.005957	5.38116
0.005977	0.0907272	0.005977	5.51957
0.005996	0.0773186	0.005996	5.84273
0.006016	0.0842346	0.006016	6.05658
0.006035	0.0935219	0.006035	6.81166
0.006055	0.107523	0.006055	7.11103
0.006074	0.116105	0.006074	7.13102
0.006094	0.110092	0.006094	6.99508
0.006113	0.118194	0.006113	7.6515
0.006133	0.116133	0.006133	7.84238
0.006152	0.104164	0.006152	8.02086
0.006172	0.0966553	0.006172	7.6409
0.006191	0.105322	0.006191	7.59893
0.006211	0.114637	0.006211	7.58858
0.00623	0.11523	0.00623	8.1186
0.00625	0.113734	0.00625	8.12291
0.00627	0.122626	0.00627	7.40848
0.006289	0.127792	0.006289	7.69873
0.006309	0.125082	0.006309	8.37377
0.006328	0.121694	0.006328	8.16851
0.006348	0.129909	0.006348	7.21309
0.006367	0.132845	0.006367	7.08207
0.006387	0.128271	0.006387	7.28051
0.006406	0.123501	0.006406	7.51311
0.006426	0.127029	0.006426	7.06551
0.006445	0.126437	0.006445	6.97122
0.006465	0.127905	0.006465	7.03743
0.006484	0.132195	0.006484	6.83483
0.006504	0.128526	0.006504	6.68219
0.006523	0.11571	0.006523	6.37786
0.006543	0.120367	0.006543	6.14411
0.006562	0.150036	0.006562	5.37265
0.006582	0.160622	0.006582	4.95659
0.006602	0.131574	0.006602	5.19097
0.006621	0.108116	0.006621	5.16059
0.006641	0.120452	0.006641	4.88463
0.00666	0.143204	0.00666	4.37143
0.00668	0.138434	0.00668	3.60718
0.006699	0.124263	0.006699	3.30699
0.006719	0.137446	0.006719	3.10309
0.006738	0.138434	0.006738	2.79755
0.006758	0.127029	0.006758	2.26597
0.006777	0.12734	0.006777	1.71712
0.006797	0.127876	0.006797	1.25374
0.006816	0.120142	0.006816	0.473039
0.006836	0.111419	0.006836	0.0286843
0.006855	0.111391	0.006855	0.181398
0.006875	0.126267	0.006875	0.357739
0.006895	0.131941	0.006895	-0.341727
0.006914	0.119267	0.006914	-1.023
0.006934	0.10662	0.006934	-1.41149
0.006953	0.101398	0.006953	-1.77948
0.006973	0.106648	0.006973	-2.5723
0.006992	0.0993088	0.006992	-3.09332
0.007012	0.0991959	0.007012	-3.19775
0.007031	0.10089	0.007031	-3.04741
0.007051	0.09132	0.007051	-3.2642
0.00707	0.0674385	0.00707	-3.52498
0.00709	0.0615952	0.00709	-3.95656
0.007109	0.0760765	0.007109	-4.32163
0.007129	0.091066	0.007129	-4.67172
0.007148	0.0811295	0.007148	-4.8153
0.007168	0.0712776	0.007168	-4.9288
0.007187	0.0678902	0.007187	-5.22294
0.007207	0.0683983	0.007207	-5.60049
0.007227	0.0560059	0.007227	-5.61621
0.007246	0.0479889	0.007246	-5.74828
0.007266	0.0511787	0.007266	-5.59502
0.007285	0.0462952	0.007285	-5.89987
0.007305	0.0418068	0.007305	-6.19143
0.007324	0.0412422	0.007324	-6.46469
0.007344	0.0418633	0.007344	-6.32486
0.007363	0.032943	0.007363	-6.05633
0.007383	0.0284546	0.007383	-5.98958
0.007402	0.0335922	0.007402	-6.05849
0.007422	0.0332535	0.007422	-6.08264
0.007441	0.0250107	0.007441	-6.4815
0.007461	0.0181793	0.007461	-6.77987
0.00748	0.0212563	0.00748	-6.53425
0.0075	0.031955	0.0075	-6.11244
0.00752	0.0382782	0.00752	-5.99151
0.007539	0.0357658	0.007539	-6.17255
0.007559	0.021962	0.007559	-6.136
0.007578	0.0122513	0.007578	-6.00654
0.007598	0.0151588	0.007598	-5.92752
0.007617	0.0234581	0.007617	-5.72656
0.007637	0.0315315	0.007637	-5.45415
0.007656	0.0369514	0.007656	-5.10164
0.007676	0.0333664	0.007676	-5.00328
0.007695	0.0176994	0.007695	-4.85864
0.007715	0.00386734	0.007715	-4.66805
0.007734	0.00434723	0.007734	-4.33207
0.007754	0.0188286	0.007754	-4.00351
0.007773	0.0248413	0.007773	-3.50563
0.007793	0.0313904	0.007793	-2.83768
0.007812	0.0348625	0.007812	-2.39229
0.007832	0.0356812	0.007832	-1.93862
0.007852	0.0379959	0.007852	-1.93117
0.007871	0.042823	0.007871	-1.25465
0.007891	0.0506706	0.007891	-1.36936
0.00791	0.0558929	0.00791	-0.198074
0.00793	0.0592804	0.00793	-0.477648
0.007949	0.0511787	0.007949	0.256894
0.007969	0.0411575	0.007969	1.19772
0.007988	0.0446014	0.007988	1.74023
0.008008	0.0504166	0.008008	2.75213
0.008027	0.0667328	0.008027	2.60655
0.008047	0.0790688	0.008047	3.42262
0.008066	0.0850533	0.008066	4.0086
0.008086	0.090332	0.008086	4.16386
0.008105	0.0841217	0.008105	4.59903
0.008125	0.0826256	0.008125	5.01222
0.008145	0.092054	0.008145	5.78951
0.008164	0.107072	0.008164	6.33656
0.008184	0.110233	0.008184	6.51997
0.008203	0.104249	0.008203	6.77929
0.008223	0.112379	0.008223	6.80816
0.008242	0.118194	0.008242	7.26248
0.008262	0.120057	0.008262	7.67403
0.008281	0.123275	0.008281	8.00038
0.008301	0.129288	0.008301	8.21207
0.00832	0.126295	0.00832	8.33454
0.00834	0.114129	0.00834	8.2931
0.008359	0.100381	0.008359	8.37038
0.008379	0.112407	0.008379	8.17787
0.008398	0.125703	0.008398	8.29661
0.008418	0.136994	0.008418	8.47424
0.008437	0.142809	0.008437	8.56846
0.008457	0.140664	0.008457	8.6366
0.008477	0.134087	0.008477	8.20446
0.008496	0.130756	0.008496	8.01073
0.008516	0.130106	0.008516	8.28428
0.008535	0.137954	0.008535	8.23135
0.008555	0.138039	0.008555	8.04127
0.008574	0.137728	0.008574	7.84426
0.008594	0.130812	0.008594	7.94231
0.008613	0.117121	0.008613	8.05833
0.008633	0.105463	0.008633	7.89356
0.008652	0.0980385	0.008652	7.77678
0.008672	0.107693	0.008672	7.72066
0.008691	0.125138	0.008691	7.57157
0.008711	0.131546	0.008711	7.31787
0.00873	0.120706	0.00873	7.18324
0.00875	0.11379	0.00875	7.06617
0.00877	0.117093	0.00877	6.80407
0.008789	0.120255	0.008789	6.45185
0.008809	0.112774	0.008809	5.9377
0.008828	0.105265	0.008828	5.62398
0.008848	0.106281	0.008848	5.17884
0.008867	0.111447	0.008867	4.89931
0.008887	0.103825	0.008887	4.73874
0.008906	0.101454	0.008906	4.63753
0.008926	0.101228	0.008926	4.49499
0.008945	0.104221	0.008945	3.86872
0.008965	0.103487	0.008965	3.20916
0.008984	0.0951309	0.008984	2.66686
0.009004	0.0947357	0.009004	2.07897
0.009023	0.101257	0.009023	1.60635
0.009043	0.0988571	0.009043	1.00708
0.009062	0.0938889	0.009062	0.702627
0.009082	0.0928726	0.009082	0.639385
0.009102	0.0889206	0.009102	-0.0708759
0.009121	0.07873	0.009121	-0.730016
0.009141	0.0720116	0.009141	-1.07617
0.00916	0.0742981	0.00916	-1.35996
0.00918	0.0782501	0.00918	-1.62183
0.009199	0.0788147	0.009199	-2.17713
0.009219	0.0734795	0.009219	-2.51118
0.009238	0.0652084	0.009238	-2.77856
0.009258	0.0554413	0.009258	-3.16267
0.009277	0.0447426	0.009277	-3.39515
0.009297	0.0390121	0.009297	-3.74069
0.009316	0.0460411	0.009316	-4.02518
0.009336	0.05084	0.009336	-4.30269
0.009355	0.050106	0.009355	-4.61061
0.009375	0.0457588	0.009375	-4.67845
0.009395	0.0382782	0.009395	-4.82789
0.009414	0.0365562	0.009414	-5.01716
0.009434	0.0326042	0.009434	-5.14301
0.009453	0.0321526	0.009453	-5.36263
0.009473	0.0333946	0.009473	-5.36007
0.009492	0.0339874	0.009492	-5.37499
0.009512	0.0327736	0.009512	-5.30748
0.009531	0.0304024	0.009531	-5.17424
0.009551	0.0331123	0.009551	-5.10144
0.00957	0.0283699	0.00957	-5.12661
0.00959	0.0220749	0.00959	-5.21447
0.009609	0.021595	0.009609	-5.16942
0.009629	0.0283134	0.009629	-4.89232
0.009648	0.032943	0.009648	-4.65244
0.009668	0.0381935	0.009668	-4.61291
0.009687	0.032209	0.009687	-4.46509
0.009707	0.0298943	0.009707	-4.21185
0.009727	0.0286522	0.009727	-4.10478
0.009746	0.0310799	0.009746	-3.94328
0.009766	0.0359917	0.009766	-3.65036
0.009785	0.0408188	0.009785	-3.16726
0.009805	0.0417786	0.009805	-2.74592
0.009824	0.040847	0.009824	-2.50721
0.009844	0.0424561	0.009844	-2.21716
0.009863	0.0466904	0.009863	-1.91967
0.009883	0.0550461	0.009883	-1.69401
0.009902	0.0585182	0.009902	-1.39079
0.009922	0.0572762	0.009922	-1.11657
0.009941	0.0593933	0.009941	-0.696379
0.009961	0.0660271	0.009961	-0.313849
0.00998	0.0689629	0.00998	0.0328006
0.01	0.0739029	0.01	0.48754
0.01002	0.0779678	0.01002	0.878776
0.010039	0.090699	0.010039	1.22355
0.010059	0.0947639	0.010059	1.42641
0.010078	0.0971352	0.010078	1.52419
0.010098	0.101369	0.010098	1.74508
0.010117	0.105519	0.010117	1.9633
0.010137	0.110487	0.010137	2.15719
0.010156	0.110036	0.010156	2.47714
0.010176	0.11379	0.010176	2.84696
0.010195	0.116387	0.010195	3.14332
0.010215	0.117375	0.010215	3.3039
0.010234	0.119238	0.010234	3.32436
0.010254	0.122936	0.010254	3.58906
0.010273	0.130502	0.010273	3.81483
0.010293	0.140805	0.010293	3.87057
0.010312	0.140212	0.010312	3.91543
0.010332	0.141144	0.010332	3.94635
0.010352	0.140043	0.010352	3.93495
0.010371	0.141652	0.010371	3.85288
0.010391	0.142555	0.010391	3.84824
0.01041	0.146253	0.01041	3.99932
0.01043	0.151955	0.01043	4.05989
0.010449	0.154298	0.010449	3.98638
0.010469	0.148342	0.010469	3.80751
0.010488	0.142216	0.010488	3.55926
0.010508	0.141906	0.010508	3.38508
0.010527	0.144672	0.010527	3.17177
0.010547	0.14295	0.010547	3.01981
0.010566	0.142386	0.010566	2.85689
0.010586	0.135724	0.010586	2.59828
0.010605	0.131857	0.010605	2.29551
0.010625	0.127905	0.010625	1.86702
0.010645	0.12686	0.010645	1.53784
0.010664	0.132816	0.010664	1.30876
0.010684	0.133099	0.010684	1.01631
0.010703	0.134764	0.010703	0.660941
0.010723	0.129401	0.010723	0.296122
0.010742	0.126437	0.010742	-0.0484704
0.010762	0.125223	0.010762	-0.398094
0.010781	0.120706	0.010781	-0.790815
0.010801	0.117545	0.010801	-1.13652
0.01082	0.117573	0.01082	-1.43928
0.01084	0.111447	0.01084	-1.84544
0.010859	0.104672	0.010859	-2.24699
0.010879	0.100099	0.010879	-2.53633
0.010898	0.0961754	0.010898	-2.74102
0.010918	0.0974739	0.010918	-2.99394
0.010937	0.0985184	0.010937	-3.2717
0.010957	0.10089	0.010957	-3.56196
0.010977	0.0933243	0.010977	-3.8847
0.010996	0.0917152	0.010996	-4.23794
0.011016	0.0867187	0.011016	-4.53607
0.011035	0.0795486	0.011035	-4.69334
0.011055	0.0771492	0.011055	-4.80042
0.011074	0.0735359	0.011074	-4.85518
0.011094	0.0652931	0.011094	-4.91562
0.011113	0.0561188	0.011113	-4.98125
0.011133	0.049485	0.011133	-5.00168
0.011152	0.0453072	0.011152	-5.04339
0.011172	0.0419479	0.011172	-5.03172
0.011191	0.041214	0.011191	-4.96618
0.011211	0.0403671	0.011211	-4.9221
0.01123	0.0339592	0.01123	-4.86844
0.01125	0.0278053	0.01125	-4.89048
0.01127	0.0235992	0.01127	-4.83807
0.011289	0.0220749	0.011289	-4.62778
0.011309	0.0200424	0.011309	-4.39763
0.011328	0.0226959	0.011328	-4.1277
0.011348	0.0230347	0.011348	-3.89086
0.011367	0.0264221	0.011367	-3.64683
0.011387	0.0240791	0.011387	-3.4449
0.011406	0.0184052	0.011406	-3.31488
0.011426	0.0173607	0.011426	-3.07908
0.011445	0.0171913	0.011445	-2.76767
0.011465	0.0210022	0.011465	-2.46319
0.011484	0.019986	0.011484	-2.20527
0.011504	0.0164856	0.011504	-1.91717
0.011523	0.015667	0.011523	-1.56089
0.011543	0.0183487	0.011543	-1.22086
0.011562	0.0254906	0.011562	-0.915367
0.011582	0.0318138	0.011582	-0.578146
0.011602	0.0337334	0.011602	-0.241724
0.011621	0.0402542	0.011621	0.0952056
0.011641	0.045533	0.011641	0.442098
0.01166	0.0434441	0.01166	0.793424
0.01168	0.0459	0.01168	1.19356
0.011699	0.047509	0.011699	1.55927
0.011719	0.0535782	0.011719	1.93831
0.011738	0.0513199	0.011738	2.26704
0.011758	0.0525902	0.011758	2.59165
0.011777	0.0554695	0.011777	2.91729
0.011797	0.0583206	0.011797	3.25285
0.011816	0.0625267	0.011816	3.66214
0.011836	0.0637405	0.011836	4.0155
0.011855	0.0719551	0.011855	4.4162
0.011875	0.0746651	0.011875	4.63054
0.011895	0.0791252	0.011895	4.88645
0.011914	0.0836418	0.011914	5.1227
0.011934	0.087001	0.011934	5.36599
0.011953	0.0893158	0.011953	5.55376
0.011973	0.0930702	0.011973	5.74393
0.011992	0.0964012	0.011992	5.95734
0.012012	0.0989983	0.012012	6.18346
0.012031	0.102499	0.012031	6.3107
0.012051	0.103741	0.012051	6.44763
0.01207	0.103967	0.01207	6.57092
0.01209	0.107128	0.01209	6.70619
0.012109	0.113508	0.012109	6.74423
0.012129	0.115823	0.012129	6.80197
0.012148	0.116895	0.012148	6.85379
0.012168	0.122739	0.012168	6.85996
0.012187	0.118787	0.012187	6.70331
0.012207	0.120537	0.012207	6.76411
0.012227	0.129231	0.012227	6.56299
0.012246	0.131546	0.012246	6.9533
0.012266	0.138095	0.012266	6.95673
0.012285	0.140918	0.012285	6.81006
0.012305	0.144447	0.012305	6.18955
0.012324	0.148257	0.012324	5.79799
0.012344	0.149133	0.012344	6.46518
0.012363	0.150854	0.012363	6.24517
0.012383	0.148907	0.012383	6.7432
0.012402	0.15173	0.012402	6.14414
0.012422	0.15396	0.012422	5.286
0.012441	0.156641	0.012441	4.7338
0.012461	0.158222	0.012461	4.59523
0.01248	0.145265	0.01248	4.71773
0.0125	0.141737	0.0125	4.47916
0.01252	0.15619	0.01252	3.97037
0.012539	0.172195	0.012539	3.55397
0.012559	0.157347	0.012559	3.2647
0.012578	0.131546	0.012578	3.24695
0.012598	0.136825	0.012598	3.37889
0.012617	0.161327	0.012617	3.24729
0.012637	0.171857	0.012637	3.15747
