frequency - Sound Pressure_29	Amplitude - Sound Pressure_29	frequency - Acceleration	Amplitude - Acceleration
0.005508	-1.65666	0.005508	0.00242062
0.005527	-1.63185	0.005527	0.0011078
0.005547	-1.6135	0.005547	-0.00161539
0.005566	-1.59094	0.005566	-0.00658012
0.005586	-1.56898	0.005586	-0.0139457
0.005605	-1.54567	0.005605	-0.0216966
0.005625	-1.52209	0.005625	-0.0273567
0.005645	-1.50109	0.005645	-0.0299527
0.005664	-1.47289	0.005664	-0.0294932
0.005684	-1.4476	0.005684	-0.0268997
0.005703	-1.42183	0.005703	-0.0203517
0.005723	-1.39329	0.005723	-0.011057
0.005742	-1.36613	0.005742	-0.000524879
0.005762	-1.33265	0.005762	0.0111114
0.005781	-1.29841	0.005781	0.0221635
0.005801	-1.26383	0.005801	0.031326
0.00582	-1.22693	0.00582	0.0369823
0.00584	-1.18764	0.00584	0.0470476
0.005859	-1.14626	0.005859	0.0539909
0.005879	-1.09999	0.005879	0.0646897
0.005898	-1.06039	0.005898	0.0729692
0.005918	-1.01254	0.005918	0.0912844
0.005937	-0.964944	0.005937	0.095907
0.005957	-0.918225	0.005957	0.10474
0.005977	-0.870377	0.005977	0.111274
0.005996	-0.822643	0.005996	0.124694
0.006016	-0.773045	0.006016	0.12247
0.006035	-0.720539	0.006035	0.113985
0.006055	-0.671675	0.006055	0.100729
0.006074	-0.622162	0.006074	0.0856873
0.006094	-0.568443	0.006094	0.0712118
0.006113	-0.517348	0.006113	0.0504711
0.006133	-0.468513	0.006133	0.0166615
0.006152	-0.420411	0.006152	-0.0120722
0.006172	-0.367538	0.006172	-0.0474638
0.006191	-0.317122	0.006191	-0.0944769
0.006211	-0.270516	0.006211	-0.153425
0.00623	-0.223402	0.00623	-0.214491
0.00625	-0.17945	0.00625	-0.28615
0.00627	-0.140382	0.00627	-0.364894
0.006289	-0.0974739	0.006289	-0.446951
0.006309	-0.0606071	0.006309	-0.533724
0.006328	-0.026281	0.006328	-0.629539
0.006348	0.00711365	0.006348	-0.723565
0.006367	0.0377701	0.006367	-0.823716
0.006387	0.0641357	0.006387	-0.92067
0.006406	0.0912918	0.006406	-1.03104
0.006426	0.113113	0.006426	-1.13234
0.006445	0.129655	0.006445	-1.24252
0.006465	0.147834	0.006465	-1.34412
0.006484	0.164404	0.006484	-1.44859
0.006504	0.18233	0.006504	-1.54682
0.006523	0.197291	0.006523	-1.64285
0.006543	0.210361	0.006543	-1.72627
0.006562	0.22168	0.006562	-1.80204
0.006582	0.236472	0.006582	-1.87402
0.006602	0.246155	0.006602	-1.92867
0.006621	0.258632	0.006621	-1.96328
0.006641	0.274863	0.006641	-1.96739
0.00666	0.285816	0.00666	-1.98087
0.00668	0.305322	0.00668	-1.98012
0.006699	0.325534	0.006699	-1.96726
0.006719	0.345322	0.006719	-1.90032
0.006738	0.366833	0.006738	-1.82185
0.006758	0.3954	0.006758	-1.74014
0.006777	0.423657	0.006777	-1.61604
0.006797	0.455189	0.006797	-1.49276
0.006816	0.490136	0.006816	-1.33617
0.006836	0.529713	0.006836	-1.11542
0.006855	0.575274	0.006855	-0.854669
0.006875	0.625239	0.006875	-0.587719
0.006895	0.686298	0.006895	-0.297027
0.006914	0.745296	0.006914	-0.00800038
0.006934	0.810617	0.006934	0.31973
0.006953	0.878451	0.006953	0.676289
0.006973	0.956447	0.006973	1.03828
0.006992	1.03004	0.006992	1.44322
0.007012	1.10962	0.007012	1.8368
0.007031	1.1947	0.007031	2.29412
0.007051	1.28226	0.007051	2.73501
0.00707	1.37584	0.00707	3.21849
0.00709	1.46821	0.00709	3.67839
0.007109	1.56224	0.007109	4.15326
0.007129	1.65948	0.007129	4.64065
0.007148	1.75589	0.007148	5.151
0.007168	1.85593	0.007168	5.63657
0.007187	1.95992	0.007187	6.10985
0.007207	2.05974	0.007207	6.58333
0.007227	2.16091	0.007227	7.00294
0.007246	2.25816	0.007246	7.39883
0.007266	2.34872	0.007266	7.75453
0.007285	2.43321	0.007285	8.13126
0.007305	2.51919	0.007305	8.47149
0.007324	2.59894	0.007324	8.79488
0.007344	2.67213	0.007344	9.08813
0.007363	2.74482	0.007363	9.33744
0.007383	2.8069	0.007383	9.54677
0.007402	2.86547	0.007402	9.6705
0.007422	2.9206	0.007422	9.79382
0.007441	2.97063	0.007441	9.91723
0.007461	3.00899	0.007461	9.94942
0.00748	3.04636	0.00748	9.96662
0.0075	3.06864	0.0075	9.96998
0.00752	3.09562	0.00752	9.9562
0.007539	3.11674	0.007539	9.92303
0.007559	3.12509	0.007559	9.82896
0.007578	3.12865	0.007578	9.72649
0.007598	3.12741	0.007598	9.57847
0.007617	3.11914	0.007617	9.35595
0.007637	3.11137	0.007637	9.09892
0.007656	3.09365	0.007656	8.93043
