frequency - Sound Pressure_29 (FFT - (RMS))	Amplitude - Sound Pressure_29 (FFT - (RMS))	frequency - Acceleration (FFT - (RMS))	Amplitude - Acceleration (FFT - (RMS))
289.792003	-99.9377	289.792003	-91.4067
290.304003	-99.2751	290.304003	-107.937
290.816003	-95.874	290.816003	-103.138
291.328003	-98.3636	291.328003	-104.963
291.840003	-99.2382	291.840003	-95.7235
292.352003	-104.708	292.352003	-103.975
292.864003	-109.454	292.864003	-97.5423
293.376003	-100.356	293.376003	-109.738
293.888003	-100.995	293.888003	-99.3071
294.400003	-106.571	294.400003	-99.4842
294.912003	-100.694	294.912003	-92.6285
295.424003	-99.5575	295.424003	-89.6539
295.936003	-113.212	295.936003	-93.6771
296.448003	-102.444	296.448003	-97.0376
296.960003	-96.4528	296.960003	-115.092
297.472003	-98.9137	297.472003	-97.8542
297.984003	-100.179	297.984003	-107.854
298.496003	-105.347	298.496003	-98.42
299.008003	-105.257	299.008003	-101.794
299.520003	-101.062	299.520003	-98.225
300.032003	-99.192	300.032003	-105.371
300.544003	-101.534	300.544003	-94.1286
301.056003	-97.5699	301.056003	-96.1572
301.568003	-103.057	301.568003	-108.755
302.080003	-96.7055	302.080003	-95.8757
302.592003	-98.8274	302.592003	-91.6314
303.104003	-104.498	303.104003	-92.2319
303.616003	-111.928	303.616003	-104.685
304.128003	-104.598	304.128003	-99.5461
304.640003	-103.697	304.640003	-97.6942
305.152003	-114.88	305.152003	-95.6651
305.664003	-102.207	305.664003	-96.828
306.176003	-99.4086	306.176003	-99.0611
306.688003	-100.769	306.688003	-95.0358
307.200003	-99.1974	307.200003	-100.027
307.712003	-99.8033	307.712003	-96.2902
308.224003	-101.933	308.224003	-96.0577
308.736003	-99.4181	308.736003	-90.3147
309.248003	-100.376	309.248003	-90.3299
309.760003	-110.112	309.760003	-94.5239
310.272003	-104.658	310.272003	-96.8144
310.784003	-102.295	310.784003	-100.329
311.296003	-100.293	311.296003	-93.5893
311.808003	-104.305	311.808003	-91.156
312.320003	-102.497	312.320003	-92.1179
312.832003	-101.935	312.832003	-99.9729
313.344003	-108.15	313.344003	-112.917
313.856003	-106.023	313.856003	-99.1205
314.368003	-101.84	314.368003	-94.5397
314.880004	-108.92	314.880004	-97.4719
315.392004	-104.513	315.392004	-99.577
315.904004	-109.168	315.904004	-96.4406
316.416004	-102.758	316.416004	-110.346
316.928004	-101.316	316.928004	-99.8139
317.440004	-107.032	317.440004	-102.897
317.952004	-107.46	317.952004	-108.668
318.464004	-100.166	318.464004	-106.173
318.976004	-113.38	318.976004	-105.341
319.488004	-120.789	319.488004	-94.7776
320.000004	-104.633	320.000004	-90.6091
