Frequency - Plot 0	Amplitude - Plot 0
1056	-2.74548
1057	-2.75766
1058	-2.66686
1059	-2.67686
1060	-2.68159
1061	-2.60616
1062	-2.64741
1063	-2.64465
1064	-2.64657
1065	-2.5951
1066	-2.58538
1067	-2.57651
1068	-2.5853
1069	-2.57933
1070	-2.61477
1071	-2.55807
1072	-2.5076
1073	-2.47968
1074	-2.4891
1075	-2.43632
1076	-2.44495
1077	-2.37681
1078	-2.41872
1079	-2.34876
1080	-2.34818
1081	-2.33462
1082	-2.31785
1083	-2.2893
1084	-2.27262
1085	-2.2803
1086	-2.2752
1087	-2.16664
1088	-2.18507
1089	-2.1421
1090	-2.11142
1091	-2.10072
1092	-2.09394
1093	-2.06536
1094	-2.00618
1095	-1.9998
1096	-1.91727
1097	-1.85825
1098	-1.84783
1099	-1.88127
1100	-1.77283
1101	-1.87916
1102	-1.6293
1103	-1.52806
1104	-1.53406
1105	-1.51492
1106	-1.23965
1107	-1.0658
1108	-0.542276
1109	0.30239
1110	0.570041
1111	0.926473
1112	1.17505
1113	1.14392
1114	1.22106
1115	1.44136
1116	1.43058
1117	1.3725
1118	1.41306
1119	1.52788
1120	1.43096
1121	1.47499
1122	1.6161
1123	1.59096
1124	1.56601
1125	1.70103
1126	1.66396
1127	1.6865
1128	1.72577
1129	1.79941
1130	1.82087
1131	1.78885
1132	1.75308
1133	1.78525
1134	1.8513
1135	1.86258
1136	1.84083
1137	1.9089
1138	1.86734
1139	1.92717
1140	1.92393
1141	1.89578
1142	1.92854
1143	1.96953
1144	1.96641
1145	1.93091
1146	1.95045
1147	2.0372
1148	2.00273
1149	1.98022
1150	1.96683
1151	2.02542
1152	2.07563
1153	2.10694
1154	2.13465
1155	2.17941
1156	2.17704
1157	2.2394
1158	2.28558
1159	2.26968
1160	2.2852
1161	2.34383
1162	2.3311
1163	2.3782
1164	2.41091
1165	2.46386
1166	2.55599
1167	2.62873
1168	2.67338
1169	2.78155
1170	2.79497
1171	2.85632
1172	2.5046
1173	2.83864
1174	2.88578
1175	2.8702
1176	2.85086
1177	2.95378
1178	2.94039
1179	2.97627
1180	3.05245
1181	3.0702
1182	3.04849
1183	3.13503
1184	-3.07814
1185	-3.07462
